11|||Knowledge Discovery from Sparse Pharmacokinetic Data|||In this research effort, we show that the following hypothesis is true: The independently verified sparse information secured from the scientific literature regarding the effects of methyl mercury on mice enables us to predict the effects of the methyl mercury on humans. The Rough Sets methodology is used in this endeavor|||2000
111|||A fusion of rough sets, modified rough sets, and genetic algorithms for hybrid diagnostic systems|||A hybrid classification system is a system composed of several intelligent techniques such that the inherent limitations of one individual technique be compensated for by the strengths of another technique. In this paper, we investigate the outline of a hybrid diagnostic system for Attention Deficit Disorder (ADD) in children. This system uses Rough Sets (RS) and Modified Rough Sets (MRS) to induce rules from examples and then uses our modified genetic algorithms to globalize the rules. Also, the classification capability of this hybrid system was compared with the behavior of (a) another hybrid classification system using RS, MRS, and the “dropping condition” approach, (b) the Interactive Dichotomizer 3 (ID3) approach, and (c) a basic genetic algorithm. The results revealed that the global rules generated by the hybrid system are more effective in classification of the testing dataset than the rules generated by the above approaches.|||1997
112|||Rough Classification|||This article contains a new concept of approximate analysis of data, based on the idea of a “rough” set. The notion of approximate (rough) description of a set is introduced and investigated. The application to medical data analysis is shown as an example.|||1984
113|||Developmental toxicity risk assessment: a rough sets approach|||A rough sets approach was applied to a data set consisting of animal study results and other compound characteristics to generate local and global (certain/possible) sets of rules for prediction of developmental toxicity in human subjects. A modified version of the rough sets approach is proposed to allow the construction of an approximate set of rules to use for prediction in a manner similar to that of discriminant analysis. The modified rough sets approach is superior in predictability to the original form of rough-sets methodology. In comparison to discriminant analysis, modified rough sets (approximate rules) appear to be better in overall classification, sensitivity, positive and negative predictive values. The findings were supported by applying the modified rough sets and discriminant analysis on a test data set generated from the original data set by using a resampling plan.|||1993
114|||A Theory and Methodology of Inductive Learning|||A theory of inductive learning is presented that characterizes it as a heuristic search through a space of symbolic descriptions, generated by an application of certain inference rules to the initial observational statements (the teacher-provided examples of some concepts, or facts about a class of objects or a phenomenon). The inference rules include generalization rules, which perform generalizing transformations on descriptions, and conventional truth-preserving deductive rules (specialization and reformulation rules). The application of the inference rules to descriptions is constrained by problem background knowledge, and guided by criteria evaluating the ‘quality’ of generated inductive assertions.Based on this theory, a general methodology for learning structural descriptions from examples, called star, is described and illustrated by a problem from the area of conceptual data analysis|||1983
115|||Rough classification|||This article contains a new concept of approximate analysis of data, based on the idea of a “rough” set. The notion of approximate (rough) description of a set is introduced and investigated. The application to medical data analysis is shown as an example.|||1999
116|||LERS-a system for learning from examples based on rough sets|||The paper presents the system LERS for rule induction. The system handles inconsistencies in the input data due to its usage of rough set theory principle. Rough set theory is especially well suited to deal with inconsistencies. In this approach, inconsistencies are not corrected. Instead, system LERS computes lower and upper approximations of each concept. Then it induces certain rules and possible rules. The user has the choice to use the machine learning approach or the knowledge acquisition approach. In the first case, the system induces a single minimal discriminant description for each concept. In the second case, the system induces all rules, each in the minimal form, that can be induced from the input data. In both cases, the user has a choice between the local or global approach.|||1992
12|||The Investigation of Mercury Presence in Human Blood: An Extrapolation from Animal Data Using Neural Networks|||In this research effort a neural network approach was used as a method of extrapolating the presence of mercury in human blood from animal data. We also investigated the effect of different data representations (As-is, Category, Simple binary, Thermometer, and Flag) on the model performance. In addition, we used the Rough Sets methodology to identify the redundant independent variables and then examined the proposed extrapolation model performance for a reduced set of independent variables. Moreover, a quality measure was introduced that revealed that the proposed extrapolation model performed extremely well for the Thermometer data representation.|||2002
121|||Pattern development for vessel accidents: a comparison of statistical and neural computing techniques|||This paper describes a sample of over 900 vessel accidents that occurred on the lower Mississippi River. Two different techniques, one statistical and the other based on a neural network model, were used to build logical groups of accidents. The objective in building the groups was to maximize between-group variation and minimize within-group variation. The result was groups whose records were as homogenous as possible.A clustering algorithm (i.e., a non-inferential statistical technique) generated sets of three, four and five groups. A Kohenen neural network model (i.e., a self-organizing map) also generated sets of three, four and five groups. The two sets of parallel groups were radically different as to the relative number of records in each group. In other words, when the two sets of groups were constructed by the respective techniques, the membership of each comparable group within the two different sets was substantially different. Not only was the respective record count in each group substantially different, so were the descriptive statistics describing each comparable set of groups.These results have significant implications for marine policy makers. Important policy variables include safety factors such as weather, speed of current, time of operation, and location of accidents, but mandatory utilization of a voluntary vessel tracking service may be subject to debate.|||2001
122|||An Introduction to Computing with Neural Nets|||Artificial neural net models have been studied for many years in the hope of achieving human-like performance in the fields of speech and image recognition. These models are composed of many nonlinear computational elements operating in parallel and arranged in patterns reminiscent of biological neural nets. Computational elements or nodes are connected via weights that are typically adapted during use to improve performance. There has been a recent resurgence in the field of artificial neural nets caused by new net topologies and algorithms, analog VLSI implementation techniques, and the belief that massive parallelism is essential for high performance speech and image recognition. This paper provides an introduction to the field of artificial neural nets by reviewing six important neural net models that can be used for pattern classification. These nets are highly parallel building blocks that illustrate neural net components and design principles and can be used to construct more complex systems. In addition to describing these nets, a major emphasis is placed on exploring how some existing classification and clustering algorithms can be performed using simple neuron-like components. Single-layer nets can implement algorithms required by Gaussian maximum-likelihood classifiers and optimum minimum-error classifiers for binary patterns corrupted by noise. More generally, the decision regions required by any classification algorithm can be generated in a straightforward manner by three-layer feed-forward nets|||1987
123|||Rough classification with valued closeness relation|||The problem being addressed is that of classification support using decision rules learned from examples. The learning methodology is based on the rough set theory which is particularly well suited to deal with inconsistencies in the set of examples. The rules produced using the rough set theory are categorized into deterministic and non-deterministic depending whether a condition part of the rule is uniquely related with a decision part or not. The classification support is performed by matching a new case to one of decision rules. A possible result is that the new case does not match any of the known rules. Then, a set of rules “nearest” to the description of the new case is presented to the decision maker. In order to find “nearest” rules, a distance measure based on a valued closeness relation, accepting both nominal and ordinal attributes, is used. A medical example illustrates the classification support.|||1994
13|||Discriminant Function Analyses of Liver-Specific Carcinogens|||The ability to predict organ-specific carcinogenicity would aid FDA reviewers in evaluating new chemical applications. A NCTR liver cancer database (NCTRlcdb) containing 999 compounds has been developed with three sets of descriptors. The NCTRlcdb has Cerius2, Molconn-Z, and 13C NMR descriptors for each compound. Each compound in the database was assigned a liver cancer or a nonliver cancer classification. Compounds within the NCTRlcdb were evaluated for liver-specific carcinogenicity using partial least squares principal component discriminant function (PLS-DF) modeling. PLS-DF models based on estimated a priori classification probabilities of 0.29 for liver cancer and 0.71 for noncancer yielded an overall predictability of 70.6% which was comprised of a liver cancer sensitivity of 18.8% and a noncancer specificity of 90.8%. PLS-DF models based on equal a priori classification probabilities, 0.50 for liver cancer and 0.5 for noncancer, yielded an overall predictability of 61.0% which was comprised of a liver cancer sensitivity of 50.5% and a noncancer specificity of 65.3%.|||2004
131|||A fusion of rough sets, modified rough sets, and genetic algorithms for hybrid diagnostic systems|||A hybrid classification system is a system composed of several intelligent techniques such that the inherent limitations of one individual technique be compensated for by the strengths of another technique. In this paper, we investigate the outline of a hybrid diagnostic system for Attention Deficit Disorder (ADD) in children. This system uses Rough Sets (RS) and Modified Rough Sets (MRS) to induce rules from examples and then uses our modified genetic algorithms to globalize the rules. Also, the classification capability of this hybrid system was compared with the behavior of (a) another hybrid classification system using RS, MRS, and the “dropping condition” approach, (b) the Interactive Dichotomizer 3 (ID3) approach, and (c) a basic genetic algorithm. The results revealed that the global rules generated by the hybrid system are more effective in classification of the testing dataset than the rules generated by the above approaches.|||1997
132|||Combining NMR spectral and structural data to form models of polychlorinated dibenzodioxins, dibenzofurans, and biphenyls binding to the AhR|||A three-dimensional quantitative spectrometric data-activity relationship (3D-QSDAR) modeling technique which uses NMR spectral and structural information that is combined in a 3D-connectivity matrix has been developed. A 3D-connectivity matrix was built by displaying all possible assigned carbon NMR chemical shifts, carbon-to-carbon connections, and distances between the carbons. Two-dimensional 13C-13C COSY and 2D slices from the distance dimension of the 3D-connectivity matrix were used to produce a relationship among the 2D spectral patterns for polychlorinated dibenzofurans, dibenzodioxins, and biphenyls (PCDFs, PCDDs, and PCBs respectively) binding to the aryl hydrocarbon receptor (AhR). We refer to this technique as comparative structural connectivity spectral analysis (CoSCoSA) modeling. All CoSCoSA models were developed using forward multiple linear regression analysis of the predicted 13C NMR structure-connectivity spectral bins. A CoSCoSA model for 26 PCDFs had an explained variance (r2) of 0.93 and an average leave-four-out cross-validated variance (q4 2) of 0.89. A CoSCoSA model for 14 PCDDs produced an r2 of 0.90 and an average leave-two-out cross-validated variance (q2 2) of 0.79. One CoSCoSA model for 12 PCBs gave an r2 of 0.91 and an average q2 2 of 0.80. Another CoSCoSA model for all 52 compounds had an r2 of 0.85 and an average q4 2 of 0.52. Major benefits of CoSCoSA modeling include ease of development since the technique does not use molecular docking routines.|||2002
133|||BUILDING AN ORGAN-SPECIFIC CARCINOGENIC DATABASE FOR SAR ANALYSES|||FDA reviewers need a means to rapidly predict organ-specific carcinogenicity to aid in evaluating new chemicals submitted for approval. This research addressed the building of a database to use in developing a predictive model for such an application based on structure–activity relationships (SAR). The Internet availability of the Carcinogenic Potency Database (CPDB) provided a solid foundation on which to base such a model. The addition of molecular structures to the CPDB provided the extra ingredient necessary for SAR analyses. However, the CPDB had to be compressed from a multirecord to a single record per chemical database; multiple records representing each gender, species, route of administration, and organ-specific toxicity had to be summarized into a single record for each study. Multiple studies on a single chemical had to be further reduced based on a hierarchical scheme. Structural cleanup involved removal of all chemicals that would impede the accurate generation of SAR type descriptors from commercial software programs; that is, inorganic chemicals, mixtures, and organometallics were removed. Counterions such as Na, K, sulfates, hydrates, and salts were also removed for structural consistency. Structural modification sometimes resulted in duplicate records that also had to be reduced to a single record based on the hierarchical scheme. The modified database containing 999 chemicals was evaluated for liver-specific carcinogenicity using a variety of analysis techniques. These preliminary analyses all yielded approximately the same results with an overall predictability of about 63%, which was comprised of a sensitivity of about 30% and a specificity of about 77%.|||2004
134|||Hose — a novel substructure code|||A novel system of substructure codes has been developed to characterize the spherical environment of single atoms and complete ring systems. The codes are generated automatically from topologically represented chemical structures and serve to describe structural entities corresponding to spectral parameters uniquely. Their hierarchical order permits desired substructures and the corresponding chemical shifts to be sought in inverted files generated from a larger data base, thereby facilitating the estimation of unknown spectra.|||1978
14|||A Signature-Based Liver Cancer Predictive System|||The predictive system presented in this paper employs both SOM and Hopfield nets to determine whether a given chemical agent causes cancer in the liver. The SOM net performs the clustering of the training set and delivers a signature for each cluster. Hopfield net treats each signature as an exemplar and learns the exemplars. Each record of the test set is considered a corrupted signature. The Hopfield net tries to un-corrupt the test record using learned exemplars and map it to one of the signatures and consequently to the prediction value associated with the signature. Four pairs of training and test sets are used to test the system. To establish the validity of the new predictive system, its performance is compared with the performance of the discriminant analysis and the rough sets methodology applied on the same datasets.|||2005
141|||An introduction to computing with neural nets|||Artificial neural net models have been studied for many years in the hope of achieving human-like performance in the fields of speech and image recognition. These models are composed of many nonlinear computational elements operating in parallel and arranged in patterns reminiscent of biological neural nets. Computational elements or nodes are connected via weights that are typically adapted during use to improve performance. There has been a recent resurgence in the field of artificial neural nets caused by new net topologies and algorithms, analog VLSI implementation techniques, and the belief that massive parallelism is essential for high performance speech and image recognition. This paper provides an introduction to the field of artificial neural nets by reviewing six important neural net models that can be used for pattern classification. These nets are highly parallel building blocks that illustrate neural net components and design principles and can be used to construct more complex systems. In addition to describing these nets, a major emphasis is placed on exploring how some existing classification and clustering algorithms can be performed using simple neuron-like components. Single-layer nets can implement algorithms required by Gaussian maximum-likelihood classifiers and optimum minimum-error classifiers for binary patterns corrupted by noise. More generally, the decision regions required by any classification algorithm can be generated in a straightforward manner by three-layer feed-forward nets.|||1987
142|||The Prediction of Methylmercury Elimination Half-Life in Humans using Animal Data: A Neural Network/Rough Sets Analysis|||Artificial neural networks and Rough Sets methodology have been utilized to predict human pharmacokinetic elimination half-life data based on animal data training sets. Methylmercury (Hg) pharmacokinetic data was obtained from 37 literature references, which provided data on species, gender, age, weight, route of administration, dose, dose frequency, and elimination half-life based on either whole-body Hg analysis or blood Hg analysis. Data were categorized into various formats for analysis comparisons. Rough Sets methodology was utilized to identify and remove redundant independent variables. Artificial neural networks were used to produce models based on the animal data," which were in turn used to predict and compare to the human elimination half-life values. These neural network predictions were compared to allometric graphical plots of the same data. The best artificial neural network prediction was based on a ""thermometer"" categorical representation of the data.|||2003
21|||The Implementation of a Robotic Replanning Framework|||In this study, the implementation of a previously proposed robotic replanning framework is presented. The proposed framework integrates a high level replanning paradigm into a three layer robotic architecture. There has been a great deal of studies on managing unexpected events at lower two levels of three layer architectures but doing replanning at highest level still needs investigation. Supporting replanning with real-time vision feedback from working environment and integrating a learning mechanism as a basis increases the success ratio.|||2002
211|||Integrating Planning and Learning: The PRODIGY Architecture 1|||Planning is a complex reasoning task that is well suited for the study of improving performance and knowledge by learning, i.e. by accumulation and interpretation of planning experience. PRODIGY is an architecture that integrates planning with multiple learning mechanisms. Learning occurs at the planner’s decision points and integration in PRODIGY is achieved via mutually interpretable knowledge structures. This article describes the PRODIGY planner, briefly reports on several learning modules developed earlier along the project, and presents in more detail two recently explored methods to learn to generate plans of better quality. We introduce the techniques, illustrate them with comprehensive examples, and show preliminary empirical results. The article also includes a retrospective discussion of the characteristics of the overall PRODIGY architecture and discusses their evolution within the goal of the project of building a large and robust integrated planning and learning system.|||1995
212|||2Planning for Contingencies: A Decision-based Approach|||A fundamental assumption made by classical AI planners is that there is no uncertainty in the world: the planner has full knowledge of the conditions under which the plan will be executed and the outcome of every action is fully predictable. These planners cannot therefore construct contingency plans, i.e., plans in which different actions are performed in different circumstances. In this paper we discuss some issues that arise in the representation and construction of contingency plans and describe Cassandra, a partial-order contingency planner. Cassandra uses explicit decision-steps that enable the agent executing the plan to decide which plan branch to follow. The decision-steps in a plan result in subgoals to acquire knowledge, which are planned for in the same way as any other subgoals. Cassandra thus distinguishes the process of gathering information from the process of making decisions. The explicit representation of decisions in Cassandra allows a coherent approach to the problems of contingent planning, and provides a solid base for extensions such as the use of different decision-making procedures.|||1996
213|||Xavier: a robot navigation architecture based on partially observable markov decision process models||| Autonomous mobile robots need very reliable navigation capabilities in order to operate unat-tended for long periods of time. We present a technique for achieving this goal that uses partially observable Markov decision process models (POMDPs) to explicitly model navigation uncertainty, including actuator and sensor uncertainty and approximate knowledge of the environment. This allows the robot to maintain a probability distribution over its current pose. Thus, while the robot rarely knows exactly where it is, it always has some belief as to what its true pose is, and is never completely lost. We present a navigation architecture based on POMDPs that provides a uniform framework with an established theoretical foundation for pose estimation, path planning, robot control during navigation, and learning. Our experiments show that this architecture indeed leads to robust corridor navigation for an actual indoor mobile robot.|||1998
214|||A NEW METHODOLOGY FOR DEALING WITH UNCERTAINTY IN ROBOTIC TASKS|||A new method that evaluates the execution of obotic opeations at the task level is poposed. Taditional obot contolles use vaiety of feedback loops at motion level to solve dynamical contol and motion level planning poblems asssuming that the oiginal task plan is neve modified. Howeve, a dastical change in the opeation envionment of the obot might as well affect the sequence of tasks to be executed. In such a case, modifying motion plan may not be sufficient to adapt to the unexpected change in the envionment. In this study, a planning envionment that allows the oiginal task plan to be modified o entiely changed accoding to the changing envionmental conditions is poposed. A heuistic appoach is taken to decide on whethe the oiginal plan should be modified o an entiely new plan should be geneated. A simple case on pick-and-place sequencing of blocks-wold is studied to demonstate the idea.|||1999
22|||A Leaning Based Vision Guided Robotic Agent Replanning Famewok and a Case Study|||In this pape, a leaning based obotic eplanning famewok that can handle unexpected events in dynamic wolds is pesented. Existing obotic achitectues use atificial intelligence planning methods, eactive appoaches o hybid appoaches to incease obustness and unexpected event handling capabilities of obotic agents in dynamic envionments. This study pesents a new hybid task planning achitectue that equips obotic agents with highe level of intelligence with an oiginal eplanning method. The eplanning method uses an altenative based action selection mechanism to select the most efficient action path among possible altenative action paths. The method stoes the costs of actions paths fom pevious executions as an expeience and uses it fo impoving its futue action selection decisions. The fact that a continous vision feedback is supplied to the symbolic planning level (highest level of abstaction) is also a contibution of this study since this way, the achitectue detects the pesence of unexpected events, geneates an updated model of the envionment and discads o modifies the existing obsolete action path in case of an unexpected event(s).|||2004
31|||Improving power output for vibration-based energy scavengers|||If pervasive networks of wireless sensor and communication nodes are to achieve their full potential, researchers must develop practical solutions for self-powering these autonomous electronic devices. Batteries, fuel cells, and other fixed energy alternatives are impractical for wireless devices with an expected lifetime of more than 10 years. An alternative is to use devices that generate power by scavenging ambient environment energy. The authors have developed several small vibration-based energy scavengers using piezoelectric materials that can scavenge power from low-level ambient vibration sources. Given appropriate power conditioning and capacitive storage, the resulting power source is sufficient to support networks of ultra-low-power, peer-to-peer wireless nodes. This article describes these devices, as well as device designs that use new, sometimes micro-scale geometries.|||2005
311|||Energy Scavenging For Wireless Sensor Networks With Special Focus On Vibrations|||The vast reduction in size and power consumption of CMOS circuitry has led to a large research effort based around the vision of wireless sensor networks. The proposed networks will be comprised of thousands of small wireless nodes that operate in a multi-hop fashion, replacing long transmission distances with many low power, low cost wireless devices. The result will be the creation of an intelligent environment responding to its inhabitants and ambient conditions. Wireless devices currently being designed and built for use in such environments typically run on batteries. However, as the networks increase in number and the devices decrease in size, the replacement of depleted batteries will not be practical. The cost of replacing batteries in a few devices that make up a small network about once per year is modest. However, the cost of replacing thousands of devices in a single building annually, some of which are in areas difficult to access, is simply not practical. Another approach would be to use a battery that is large enough to last the entire lifetime of the wireless sensor device. However, a battery large enough to last the lifetime of the device would dominate the overall system size and cost, and thus is not very attractive. Alternative methods of powering the devices that will make up the wireless networks are desperately needed.|||2004
312|||Electric-energy generation using variable-capacitive resonator for power-free LSI: efficiency analysis and fundamental experiment|||A power generator based on a vibration-to-electric energy converter using a variable-resonating capacitor is experimentally demonstrated. The generator consists of a complete system with a mechanical-variable capacitor, a charge-transporting LC tank circuit and an externally powered timing-capture controller. A practical design methodology to maximize the efficiency of the vibration-to-electric energy generation system is also described. The efficiency of the generator is estimated based on three factors: the mechanical-energy loss, the charge-transportation loss, and the timing-capture loss. Through the mechanical-energy analysis, the optimum condition for the resonance is found. The parasitic elements in the charge transporter and the timing management of the capture scheme dominate the generation efficiency. These analyses enable the optimum design of the energy-generation system. An experimentally fabricated and measured generator theoretically has a maximum power of 580 nW; the measured power is 120 nW, so conversion efficiency is 21%. This results from a 43% mechanical-energy loss and a 63% charge-transportation loss. The timing-capture scheme is manually determined and externally powered in the experiment, so its efficiency is not considered. With our result, a new system LSI application with an embedded power source can be explored for the ubiquitous computing era.|||2003
313|||A 300-µW 1.9-GHz CMOS oscillator utilizing micromachined resonators|||A low-power low-phase-noise 1.9-GHz RF oscillator is presented. The oscillator employs a single thin-film bulk acoustic wave resonator and was implemented in a standard 0.18-µm CMOS process. This paper addresses design issues involved in codesigning micromachined resonators with CMOS circuitry to realize ultralow-power RF transceiver components. The oscillator achieves a phase-noise performance of -100 dBc/Hz at 10-kHz offset, -120 dBc/Hz at 100-kHz offset, and -140 dBc/Hz at 1-MHz offset. The startup time of the oscillator is less than 1 µs. The oscillator core consumes 300 µA from a 1-V supply.|||2003
314|||Design and fabrication of a new vibration-based electromechanical power generator|||A device is described for generating electrical power from mechanical energy in a vibrating environment. The design utilises an electromagnetic transducer and its operating principle is based on the relative movement of a magnet pole with respect to a coil.The approach is suitable for embedded remote microsystems structures with no physical links to the outside world. Simulation,modelling and test results following fabrication of a first prototype have demonstrated that generation of practical mounts of power within a reasonable space is possible. Power generation of more than 1 mW within a volume of 240 mm3 at a vibration frequency of 320 Hz has been obtained.|||2001
316|||Towards a Piezoelectric Vibration Powered Microgenerator|||As MEMS and Smart Material technologies advance, embedded and remote applications are becoming more widespread. Powering these systems can be a significant engineering problem, as traditional solutions such as batteries are not always appropriate. An inertial generator is developed that uses thick-film piezoelectric technologies to produce electrical power from vibrations in the environment of the device. The device validates the concept, and produces an output of 3 µW. Predictions show that orders of magnitude increase in power output are possible|||2001
317|||Optimized Piezoelectric Energy Harvesting Circuit Using Step-Down Converter in Discontinuous Conduction Mode|||An optimized method of harvesting vibrational energy with a piezoelectric element using a step-down DC-DC converter is presented. In this configuration, the converter regulates the power flow from the piezoelectric element to the desired electronic load. Analysis of the converter in discontinuous current conduction mode results in an expression for the duty cycle-power relationship. Using parameters of the mechanical system, the piezoelectric element," and the converter; the""optimal"" duty cycle can be determined where the harvested power is maximized for the level of mechanical excitation. It is shown that", as the magnitude of the mechanical excitation increases, the optimal duty cycle becomes essentially constant, greatly simplifying the control of the step-down converter. The expression is validated with experimental data showing that the optimal duty cycle can be accurately determined and maximum energy harvesting attained. A circuit is proposed which implements this relationship, and experimental results show that the converter increases the harvested power by approximately 325%.|||2003
